gene,degree_centrality,clustering_coeff,betweenness,kcore,loeuf,pubmed_count
ATP5H,0.0124413725006171,0.16173401631569,0.000120622357607483,127,1.387,86
ATP5I,0.00617131572451247,0.143612903225806,6.59907560618053e-05,85,1.367,54
ATP5J,0.0106640335719575,0.125236864771749,8.45495763961986e-05,108,1.425,47
ATP5J2,0.00592446309553197,0.146638655462185,2.09272806638081e-05,91,1.503,57
ATP5J2-PTCD1,0.00370278943470748,0.428828828828829,1.42602114289117e-06,75,1.148,23
ATP5L,0.00804739570476426,0.192607740665,0.000101920954354048,106,1.55,58
ATP5L2,0.000197482103184399,0.166666666666667,9.42602365038019e-09,4,1.962,2
ATP5O,0.0171315724512466,0.142992787060019,0.00032665467314873,134,0.777,142
ATP5S,0.000987410515921995,0.0210526315789474,7.40976793855238e-06,19,1.394,9
ATP5SL,0.000789928412737596,0.225,1.12537762686127e-06,16,1.367,15
ATP6,0.00148111577388299,0.177011494252874,3.5011931090767e-06,30,,20
ATP6AP1,0.00681313255986176,0.144292817095102,4.50324601302036e-05,89,0.213,63
ATP6AP2,0.0154036040483831,0.106789512738066,0.00028108013642126,123,0.429,61
ATP6V0A1,0.0119970377684522,0.0949222868414788,0.000205610440104636,101,0.268,52
ATP6V0A2,0.00814613675635646,0.0907612712490761,0.000116359215670877,80,0.748,35
ATP6V0A4,0.00197482103184399,0.233333333333333,4.93034417124203e-06,37,1.004,10
ATP6V0B,0.00162922735127129,0.0492424242424242,1.47742703747503e-05,29,0.278,10
ATP6V0C,0.00745494939521106,0.0746136865342163,0.000118319660335613,73,0.667,29
ATP6V0D1,0.0106640335719575,0.120241171403962,0.00012343225822978,106,0.268,60
ATP6V0D2,0.00291286102196988,0.114552893045003,1.27551015576089e-05,47,1.404,8
ATP6V0E1,0.00153048629967909,0.0817204301075269,1.00637859576191e-05,28,0.943,4
ATP6V0E2,9.87410515921995e-05,0,1.00238039132595e-07,2,1.189,2
ATP6V1A,0.0145643051098494,0.167923440562666,0.000201233353467899,130,0.358,111
ATP6V1B1,0.00548012836336707,0.093038493038493,1.88990673904035e-05,73,0.948,18
ATP6V1B2,0.0131819303875586,0.128410914927769,0.000165149600738715,124,0.287,76
ATP6V1C1,0.00533201678597877,0.155417099342333,2.43156454736049e-05,78,0.765,26
ATP6V1C2,0.00207356208343619,0.0975609756097561,1.2456762083727e-05,37,0.939,9
ATP6V1D,0.00538138731177487,0.0941216445803602,5.64334176402458e-05,72,0.894,30
ATP6V1E1,0.00651690940508516,0.13324080499653,5.40361016814441e-05,85,0.514,53
ATP6V1E2,0.000789928412737596,0.366666666666667,5.18526722063546e-07,16,1.229,9
ATP6V1F,0.00592446309553197,0.135574229691877,2.43480638212257e-05,84,1.619,36
ATP6V1G1,0.00409775364107628,0.146047605054364,3.30200456382405e-05,60,1.252,45
ATP6V1G2,0.00182670945445569,0.214714714714715,9.1676813567897e-06,34,1.238,10
ATP6V1G2-DDX39B,0.000444334732164898,0.694444444444445,1.24069388064932e-07,9,,3
ATP6V1G3,0.000197482103184399,0.166666666666667,5.26479539516174e-08,4,1.234,4
ATP6V1H,0.00760306097259936,0.0971055088702148,5.25503868743073e-05,89,0.631,64
ATP7A,0.00459145889903728,0.09794296400187,4.22771492856465e-05,65,0.216,35
ATP7B,0.00301160207356208,0.0814207650273224,2.49336633078911e-05,48,1.188,28
ATP8,0.00232041471241669,0.165587419056429,5.71140134923121e-06,43,,11
ATP8A1,0.00192545050604789,0.102564102564103,6.59694686723179e-06,37,0.346,15
ATP8A2,0.000493705257960997,0.2,4.18615946845657e-07,10,0.599,6
ATP8B1,0.000296223154776598,0.333333333333333,3.95867000171264e-07,6,0.56,5
ATP8B2,0.00227104418662059,0.033816425120773,1.09631950650126e-05,41,0.407,10
ATP8B3,0.000197482103184399,0.5,3.86274724472686e-09,4,1.011,4
ATP8B4,0.000246852628980499,0,4.42210076970495e-07,5,1.094,3
ATP9A,0.00439397679585288,0.100102145045965,2.72850675348466e-05,66,0.205,24
ATP9B,0.000987410515921995,0.178947368421053,2.23406154270058e-06,20,0.689,8
ATPAF1,0.00636879782769687,0.260901162790698,1.58760864558736e-05,105,0.716,25
ATPAF2,0.00577635151814367,0.0484821691718243,7.96606400080501e-05,67,1.438,22
ATPIF1,0.00809676623056036,0.110130181056412,0.000102151905842703,105,1.763,42
ATR,0.0105159219945692,0.106076711843387,0.000140258360134264,103,0.399,171
ATRAID,0.000789928412737596,0.191666666666667,4.9552120174782e-06,15,1.124,7
ATRIP,0.00473957047642557,0.0828947368421053,3.05467210931352e-05,67,0.637,69
ATRN,0.00325845470254258,0.0764568764568765,2.99928098932046e-05,49,0.195,20
ATRNL1,0.00133300419649469,0.290598290598291,5.59981309990218e-06,23,0.266,7
ATRX,0.0111083683041224,0.167063492063492,0.000123961175461084,126,0.119,124
ATXN1,0.0232041471241669,0.041237581091503,0.00105115321144123,121,0.316,45
ATXN10,0.00661565045667736,0.141061609246998,3.24472823065637e-05,96,0.697,85
ATXN1L,0.00730683781782276,0.0847582276153705,7.08917838362146e-05,82,0.305,19
ATXN2,0.0148111577388299,0.206488294314381,0.000176245599883213,139,0.333,93
ATXN2L,0.0135768945939274,0.198195089581951,8.3530265500554e-05,140,0.143,142
ATXN3,0.0215255492470995,0.131751555414953,0.000220086252816864,147,0.492,120
ATXN3L,0.000839298938533695,0.25,2.33140563581683e-07,17,,6
ATXN7,0.00543075783757097,0.134778982485405,2.62341277754359e-05,74,0.328,38
ATXN7L1,0.00394964206368798,0.054746835443038,2.11088130320073e-05,62,0.221,17
ATXN7L2,0.00286349049617378,0.217785843920145,8.41166572760466e-06,52,0.377,19
ATXN7L3,0.00355467785731918,0.270735524256651,8.62894135866683e-06,63,0.196,28
ATXN7L3B,0.000691187361145396,0.186813186813187,5.66046254758184e-07,14,1.744,9
AUH,0.0151073808936065,0.200021429336762,7.09158640643416e-05,127,0.964,17
AUNIP,0.000641816835349297,0.102564102564103,1.05372846820548e-06,13,1.579,8
AUP1,0.0128363367069859,0.165043065043065,0.000112384327286516,124,0.761,108
AURKA,0.0327820291286102,0.0739882607352487,0.000893651904815941,146,0.391,156
AURKAIP1,0.0140212293260923,0.129647140795302,4.19691450654582e-05,127,1.77,25
AURKB,0.0370278943470748,0.114976412995105,0.000735860034749405,147,0.732,168
AURKC,0.00197482103184399,0.128205128205128,3.18090775755054e-06,39,0.726,17
AUTS2,0.00217230313502839,0.321353065539112,2.76529558872883e-06,43,0.253,27
AVEN,0.00133300419649469,0.356125356125356,5.39685799284993e-07,27,1.414,19
AVIL,0.00162922735127129,0.0189393939393939,1.93193417769684e-06,31,0.778,4
AVL9,0.00113552209331029,0.138339920948617,3.2347094229489e-06,22,0.533,17
AVP,0.00128363367069859,0.0338461538461538,4.36780441670883e-06,23,1.452,10
AVPI1,0.00232041471241669,0.101757631822387,1.17325715581319e-05,41,1.893,9
AVPR1A,0.000148111577388299,0,6.11894775638731e-09,3,1.292,2
AVPR1B,0.00143174524808689,0.041871921182266,1.88537655662556e-06,28,1.121,3
AVPR2,0.00602320414712417,0.0315675382739466,2.9620443318053e-05,71,0.715,12
AWAT2,0.000148111577388299,0,2.52231099641182e-08,3,0.711,1
AXDND1,0.000543075783757097,0.0545454545454545,3.21889093378344e-07,11,0.991,4
AXIN1,0.00770180202419156,0.110339123242349,4.6479648312865e-05,95,0.403,122
AXIN2,0.00365341890891138,0.0770085153646798,6.15781913504685e-05,58,0.396,34
AXL,0.0168847198222661,0.0776525869904478,0.000195159583567512,133,0.437,37
AZGP1,0.00715872624043446,0.107183908045977,8.0764453125125e-05,81,1.475,63
AZGP1P2,9.87410515921995e-05,1,0,2,,1
AZI2,0.00187607998025179,0.211948790896159,2.03326531999005e-06,36,0.687,29
AZIN1,0.000938039990125895,0.0935672514619883,1.76544764661003e-06,17,0.237,13
AZIN2,0.000691187361145396,0.043956043956044,5.94615116740905e-07,13,,7
AZU1,0.00103678104171809,0.0285714285714286,1.3154755965917e-06,21,1.642,7
B2M,0.00439397679585288,0.0883554647599592,4.18485343308582e-05,62,0.709,50
B3GALNT1,0.00143174524808689,0.0344827586206897,3.3430359230489e-06,28,0.999,7
B3GALNT2,0.00162922735127129,0.0738636363636364,2.3562925082428e-05,29,0.843,15
B3GALT1,9.87410515921995e-05,0,3.8478144841978e-08,2,0.916,2
B3GALT2,0.000543075783757097,0.0181818181818182,3.84368907133638e-07,11,0.39,4
B3GALT4,0.00153048629967909,0.043010752688172,1.93399686620817e-06,31,0.735,4
B3GALT5,0.00123426314490249,0.04,1.51467296279438e-05,22,1.757,2
B3GALT6,0.00222167366082449,0.0898989898989899,6.19934762337678e-06,42,1.425,21
B3GALTL,0.00172796840286349,0.0621848739495798,7.37803324811976e-06,28,1.289,13
B3GAT1,0.0185633176993335,0.0914042553191489,0.000126210606944934,124,0.643,4
B3GAT2,0.000888669464329795,0.0130718954248366,8.8039506345493e-07,18,1.352,2
B3GAT3,0.00582572204393977,0.0889468347095466,5.40972662228567e-05,71,1.331,22
B3GNT2,0.0255739323623797,0.0915961554259427,0.000325729518536919,147,0.413,12
B3GNT3,0.00409775364107628,0.0905083749632677,1.26444573049281e-05,59,0.541,4
B3GNT4,0.000148111577388299,0,1.84499078100541e-08,3,1.502,2
B3GNT5,0.000296223154776598,0,1.06561696726738e-06,6,0.485,6
B3GNT7,0.00113552209331029,0.0909090909090909,1.35278747118062e-06,23,0.495,3
B3GNT8,0.00103678104171809,0.0476190476190476,5.42412884516986e-07,21,1.538,1
B3GNT9,0.000148111577388299,0,1.7690069837856e-08,3,1.792,3
B3GNTL1,0.000148111577388299,0,3.21367642634937e-08,3,1.795,3
B4GALNT1,0.00108615156751419,0.0303030303030303,2.89483982846101e-06,21,0.793,6
B4GALNT2,0.000296223154776598,0.0666666666666667,3.54936720464221e-07,6,1.469,3
B4GALNT3,0.000987410515921995,0.0157894736842105,1.09100433236912e-06,20,0.775,4
B4GALNT4,0.000394964206368798,0.0357142857142857,5.2351737894103e-07,8,0.578,4
B4GALT1,0.00246852628980499,0.0718367346938776,3.0624107428451e-05,46,0.704,21
B4GALT1-AS1,4.93705257960997e-05,0,0,1,,1
B4GALT2,0.00587509256973587,0.0378863409770688,2.3074582293832e-05,75,0.592,6
B4GALT3,0.00399901258948408,0.0753086419753087,2.62552191065692e-05,59,0.642,13
B4GALT4,0.00187607998025179,0.0825035561877667,6.93325541328588e-06,36,1.137,8
B4GALT5,0.00301160207356208,0.0502732240437158,6.44283632546578e-05,41,0.151,12
B4GALT6,0.00108615156751419,0.0735930735930736,5.04214026379399e-06,17,0.371,3
B4GALT7,0.00355467785731918,0.0633802816901408,2.51710128119802e-05,56,1.11,15
B4GAT1,0.00622068625030857,0.0727619047619048,3.77958135471595e-05,71,,24
B9D1,0.00148111577388299,0.197701149425287,3.39512175336652e-06,27,0.952,9
B9D2,0.00355467785731918,0.0669014084507042,5.55130928421342e-06,62,1.575,6
BAALC,0.000740557886941496,0.019047619047619,4.96359177879761e-07,15,1.549,7
BAALC-AS2,4.93705257960997e-05,0,0,1,,1
BAAT,0.00128363367069859,0.0461538461538462,3.34935977520112e-06,23,1.385,6
BABAM1,0.00469019995062947,0.161926091825308,2.52447683126434e-05,72,0.324,70
BACE1,0.00167859787706739,0.0837789661319073,8.05889497678432e-06,30,0.374,31
BACE2,0.00414712416687238,0.0453241537578887,2.44505957923982e-05,62,0.689,12
BACH1,0.00523327573438657,0.108715184186882,4.32077242286087e-05,69,0.432,50
BACH2,0.00424586521846458,0.0552667578659371,2.50147415251358e-05,53,0.233,19
BAD,0.00498642310540607,0.140792079207921,1.22336123150409e-05,84,1.533,72
BAG1,0.0233522587015552,0.111808865159279,0.000439487901745744,147,1.163,70
BAG2,0.0310540607257467,0.0740838253015098,0.000535256111153138,143,1.151,212
BAG3,0.0314983954579116,0.055122217683794,0.00228862320162298,140,0.447,132
BAG4,0.0111083683041224,0.0723412698412698,0.000199948004984814,103,0.747,45
BAG5,0.0181189829671686,0.0993731481067882,0.000250746029416625,136,1.159,84
BAG6,0.0225623302888176,0.0653000115167569,0.000785775400998646,133,0.174,206
BAGE,4.93705257960997e-05,0,0,1,,1
BAGE2,0.00340656627993088,0.0387894288150043,1.66480726867722e-05,47,,1
BAHCC1,0.00207356208343619,0.155632984901278,5.66645993406204e-06,39,,27
BAHD1,0.00301160207356208,0.150273224043716,1.58856458075222e-05,53,0.3,15
BAI1,0.00157985682547519,0.0705645161290323,5.57379459012048e-06,28,0.14,16
BAI2,0.000493705257960997,0.0666666666666667,1.11122630368105e-06,10,0.249,9
BAI3,0.000691187361145396,0,1.35466062518546e-05,12,0.138,10
BAIAP2,0.00942977042705505,0.152934692752824,6.28524844201083e-05,113,0.429,104
BAIAP2L1,0.00656627993088126,0.159831396673502,2.35444173856008e-05,101,0.649,58
BAIAP2L2,0.000345593680572698,0,2.23481345220602e-07,7,1.097,2
BAIAP3,0.000246852628980499,0.4,4.58901151508844e-07,5,1.035,5
BAK1,0.00182670945445569,0.126126126126126,5.25778829280424e-06,34,1.369,50
BAMBI,0.000740557886941496,0.2,1.08392646588047e-06,15,1.241,6
BANF1,0.0101209577882004,0.170827355332377,6.582811290878e-05,127,0.872,98
BANF2,0.00103678104171809,0.0571428571428571,1.59276246686695e-06,21,1.631,2
BANK1,0.000493705257960997,0.2,2.31757487409763e-07,10,0.829,8
BANP,0.013379412490743,0.0326363263632636,0.000642036195265246,89,0.273,35
BAP1,0.0634411256479882,0.0859582772706886,0.0009125939158914,147,0.277,91
BARD1,0.0161441619353246,0.100467158214668,0.000190991942135282,134,1.358,168
BARHL1,0.000148111577388299,0.333333333333333,8.4800653661573e-09,3,0.767,2
BARHL2,9.87410515921995e-05,0,2.66596402616077e-09,2,0.543,2
BARX1,0.000444334732164898,0.0277777777777778,4.53189780621505e-07,9,0.683,6
BARX2,9.87410515921995e-05,1,0,2,0.687,1
BASP1,0.0148111577388299,0.143188405797101,0.000100682383304567,134,0.774,77
BATF,0.00103678104171809,0.371428571428571,7.43980065513212e-07,20,0.473,14
BATF2,0.00148111577388299,0.12183908045977,4.38019517226958e-06,27,1.068,8
BATF3,0.00261663786719329,0.129898403483309,6.39016900806488e-06,45,1.27,11
BAX,0.00622068625030857,0.133460317460317,6.27722423380321e-05,85,0.751,120
BAZ1A,0.00631942730190077,0.260826771653543,1.55995644144766e-05,104,0.176,82
BAZ1B,0.0104665514687731,0.233032281141018,7.50242844232694e-05,134,0.109,110
BAZ2A,0.00375215996050358,0.270526315789474,3.70156472929085e-06,72,0.146,51
BAZ2B,0.00296223154776598,0.105084745762712,1.91618230143432e-05,53,0.288,31
BBC3,0.00143174524808689,0.12807881773399,3.9044787299635e-06,27,1.589,22
BBIP1,0.000296223154776598,0.2,8.64175618663961e-07,6,1.571,5
BBOX1,0.00128363367069859,0.08,2.73490200158421e-06,24,1.477,6
BBS1,0.00548012836336707,0.0355446355446355,3.66415328815613e-05,67,0.981,13
BBS10,0.000987410515921995,0.105263157894737,1.47844592742584e-06,19,1.357,5
BBS12,0.000394964206368798,0.107142857142857,4.3788535412396e-07,8,0.963,5
BBS2,0.00261663786719329,0.0761973875181422,1.21874824834737e-05,41,1.066,18
BBS4,0.00217230313502839,0.118393234672304,1.38527869819642e-05,33,1.184,16
BBS5,0.000888669464329795,0.254901960784314,2.9007320285819e-06,16,0.89,9
BBS7,0.00429523574426068,0.0590751136059877,2.52007287727127e-05,60,0.735,21
BBS9,0.000987410515921995,0.205263157894737,2.53519021121907e-06,19,0.842,9
BBX,0.00567761046655147,0.230511060259344,2.59642578559768e-05,93,0.37,49
BCAM,0.00241915576400889,0.0714285714285714,2.14681336779094e-05,44,0.835,19
BCAN,0.00153048629967909,0.0258064516129032,1.02443489705976e-05,24,0.621,7
BCAP29,0.00271537891878549,0.208080808080808,2.14033716220821e-05,45,0.56,25
BCAP31,0.0290792396939027,0.128287308132081,0.000471880163389075,136,0.65,132
BCAR1,0.0266600839298939,0.030117501546073,0.000965486795820288,123,0.246,118
BCAR3,0.00325845470254258,0.0909090909090909,1.87730994787805e-05,51,0.383,25
BCAS1,0.000444334732164898,0.222222222222222,4.26548914182646e-07,9,0.86,10
BCAS2,0.0127375956553937,0.186348143456098,0.000137142383628927,130,1.329,108
BCAS3,0.00385090101209578,0.175158175158175,2.20509313826569e-05,67,0.467,35
BCAS4,0.000740557886941496,0.276190476190476,6.22426309467586e-07,14,1.557,4
BCAT1,0.00345593680572698,0.0869565217391304,2.07866756234807e-05,52,1.022,21
BCAT2,0.00197482103184399,0.165384615384615,1.87701357732478e-05,35,1.22,20
BCCIP,0.00715872624043446,0.207183908045977,5.34197995707036e-05,104,0.784,79
BCDIN3D,0.000394964206368798,0.142857142857143,2.48352866259707e-06,8,1.321,7
BCHE,0.00306097259935818,0.0364886303543099,2.54907486687284e-05,45,1.329,10
BCKDHA,0.00878795359170575,0.183901479083349,6.66730461754604e-05,106,1.032,45
BCKDHB,0.00320908417674648,0.234615384615385,7.10613878716229e-06,55,1.103,27
BCKDK,0.00691187361145396,0.0939362795477903,6.11146759190598e-05,85,0.867,47
BCL10,0.00419649469266848,0.12296918767507,2.19148071014752e-05,66,0.731,77
BCL11A,0.00528264626018267,0.260095221301358,2.10195580439658e-05,82,0.322,39
BCL11B,0.00350530733152308,0.300603621730382,9.0697154089916e-06,63,0.282,26
BCL2,0.00641816835349297,0.0982707215265355,0.000113850869179429,80,0.712,188
BCL2A1,0.00103678104171809,0.0761904761904762,4.53892125763842e-06,19,0.909,15
BCL2L1,0.00938039990125895,0.0925647451963241,0.000133017198733999,104,0.341,153
BCL2L10,0.000888669464329795,0.169934640522876,8.77710073575651e-07,18,1.735,10
BCL2L11,0.00345593680572698,0.0898550724637681,3.07408013630049e-05,53,0.42,63
BCL2L12,0.00192545050604789,0.0782726045883941,8.81370282173137e-06,35,1.378,12
BCL2L13,0.00681313255986176,0.0790225325293558,0.000131561400261717,75,0.803,25
BCL2L14,0.00592446309553197,0.0638655462184874,1.37243109940747e-05,86,1.106,10
BCL2L15,0.000493705257960997,0.0666666666666667,2.27442476525893e-07,10,1.097,4
BCL2L2,0.00350530733152308,0.0519114688128773,4.88856222999377e-05,49,0.826,29
BCL2L2-PABPN1,0.000444334732164898,0.194444444444444,1.87501017674441e-06,9,0.55,5
BCL3,0.00241915576400889,0.244897959183673,1.72912209296555e-06,49,0.221,28
BCL6,0.0111577388299185,0.0582497541789577,0.000208084583358154,103,0.33,71
BCL6B,0.00153048629967909,0.131182795698925,2.81107545802095e-06,30,0.593,8
BCL7A,0.00612194519871637,0.203907684238133,1.82211357405112e-05,83,0.725,35
BCL7B,0.00473957047642557,0.165570175438597,2.62471096413445e-05,74,0.714,25
BCL7C,0.00557886941495927,0.245891276864728,1.28724459382011e-05,81,0.723,29
BCL9,0.00424586521846458,0.161422708618331,1.76306833141787e-05,68,0.381,32
BCL9L,0.00246852628980499,0.229387755102041,8.09436174932497e-06,44,0.242,27
BCLAF1,0.0169834608738583,0.187622889687436,0.000218915225107828,147,0.929,198
BCO1,0.000148111577388299,0,6.93044119715423e-09,3,,3
BCO2,9.87410515921995e-05,0,5.86425680554647e-09,2,1.277,2
BCOR,0.0145643051098494,0.123786463738038,0.000155885809441153,123,0.141,93
BCORL1,0.00444334732164898,0.264918851435705,1.21738878455254e-05,74,0.152,37
BCR,0.0108121451493458,0.137782246240208,0.000140976910222255,124,0.296,109
BCS1L,0.00587509256973587,0.223187580116792,3.72318427578274e-05,89,1.237,34
BCYRN1,4.93705257960997e-05,0,0,1,,1
BDH1,0.00286349049617378,0.0695704779189353,1.87255765438464e-05,52,1.39,25
BDH2,0.00197482103184399,0.0833333333333333,8.63660298596538e-06,33,1.375,11
BDKRB1,0.00153048629967909,0.032258064516129,4.10851319347149e-06,26,1.097,1
BDKRB2,0.00133300419649469,0.0256410256410256,2.54096676814149e-06,25,0.817,7
BDNF,0.00207356208343619,0.0429732868757259,1.23652083400679e-05,37,0.52,20
BDNF-AS,9.87410515921995e-05,1,0,2,,2
BDP1,0.00192545050604789,0.176788124156545,3.93173703388522e-06,38,0.596,15
BEAN1,0.000148111577388299,0.666666666666667,2.29978815063518e-09,3,1.677,3
BECN1,0.00982473463342385,0.116237754428709,0.000140915219712856,104,0.347,195
BECN1P1,0.000493705257960997,0.0666666666666667,8.1757048281307e-07,9,,4
BEGAIN,0.00271537891878549,0.0646464646464647,1.24180368910923e-05,48,0.32,15
BEND2,0.000543075783757097,0.309090909090909,7.0556788147824e-07,11,0.544,3
BEND3,0.00582572204393977,0.130812690134724,2.90059903223088e-05,86,0.347,56
BEND3P3,4.93705257960997e-05,0,0,1,,1
BEND4,0.000246852628980499,0.6,8.71781335998492e-09,5,0.292,3
BEND5,0.00153048629967909,0.0451612903225806,4.28156148670698e-06,30,0.658,13
BEND6,0.000246852628980499,0.3,1.41314106319703e-07,5,0.979,2
BEND7,0.00464082942483337,0.0720658888126287,2.03126130116651e-05,66,0.7,18
BEST1,0.000394964206368798,0.0714285714285714,1.41056951664842e-06,8,1.489,7
BEST2,0.000839298938533695,0.0514705882352941,2.37458836458936e-06,17,1.306,2
BEST3,4.93705257960997e-05,0,0,1,1.431,1
BET1,0.0191557640088867,0.0937558272729694,0.000245920586550626,127,1.602,29
BET1L,0.00217230313502839,0.328752642706131,1.46474313867973e-06,43,1.55,19
BEX1,0.00251789681560109,0.043921568627451,1.61949056611912e-05,44,1.216,10
BEX2,0.00518390520859047,0.0454212454212454,4.19542267674844e-05,67,1.271,12
BEX4,0.000987410515921995,0.0210526315789474,1.48379447839616e-06,18,0.821,8
BEX5,0.00128363367069859,0.0276923076923077,3.63733595740741e-06,22,1.943,6
BFAR,0.00162922735127129,0.0965909090909091,4.99902232926649e-06,30,0.993,13
BFSP1,0.00241915576400889,0.136054421768708,4.1576454827697e-06,47,1.119,10
BFSP2,0.00330782522833868,0.060153776571687,1.55001729636843e-05,47,1.038,7
