gene,degree_centrality,clustering_coeff,betweenness,kcore,loeuf,pubmed_count
HECW1,0.00167859787706739,0.114081996434938,5.30114323577087e-06,29,0.253,22
HECW2,0.0157985682547519,0.0321904388714734,0.000420718834785613,113,0.257,23
HEG1,0.000543075783757097,0.0727272727272727,2.35816002469991e-07,11,0.573,9
HELB,0.000987410515921995,0.242105263157895,8.30805225754624e-07,20,1.172,18
HELLS,0.00913354727227845,0.164453584018801,0.000198190027474435,119,0.239,93
HELQ,0.000789928412737596,0.208333333333333,1.15456334407686e-06,16,0.762,6
HELT,0.000592446309553197,0.136363636363636,6.32405688719785e-07,12,1.177,4
HELZ,0.0126882251295976,0.163028939688716,0.000117084425614769,124,0.048,68
HELZ2,0.00261663786719329,0.19811320754717,3.76201932870619e-06,52,0.466,31
HEMGN,0.00212293260923229,0.110741971207087,3.66941455928887e-06,40,1.221,8
HEMK1,0.00157985682547519,0.0846774193548387,1.25007805131875e-05,28,1.033,9
HENMT1,0.000592446309553197,0.0151515151515152,8.88022187337712e-07,11,1.572,5
HEPACAM,0.000246852628980499,0.4,3.06445057211721e-07,5,0.409,6
HEPACAM2,0.00187607998025179,0.0739687055476529,2.10339954799621e-06,37,1.253,3
HEPH,0.000246852628980499,0.3,4.63405468662052e-08,5,0.563,3
HEPHL1,0.00355467785731918,0.02660406885759,1.56164177285503e-05,44,1.181,7
HEPN1,0.000493705257960997,0.133333333333333,4.39757836970312e-07,10,,2
HERC1,0.00710935571463836,0.0663364413364413,0.000181069079963546,77,0.24,50
HERC2,0.0233522587015552,0.0751513957071703,0.000528778319670796,138,0.201,119
HERC2P2,9.87410515921995e-05,0,1.59005245222451e-09,2,,2
HERC2P3,0.000148111577388299,0,3.48342707777572e-07,3,,3
HERC2P4,4.93705257960997e-05,0,0,1,,1
HERC2P9,0.00148111577388299,0.0919540229885057,2.87462181337813e-06,29,,3
HERC3,0.00340656627993088,0.0656436487638534,8.99621686651155e-05,43,0.388,23
HERC4,0.00365341890891138,0.103665309144761,3.95819489260259e-05,55,0.246,34
HERC5,0.0122932609232288,0.139623008161679,7.38723203887061e-05,127,0.705,70
HERC6,0.000641816835349297,0.230769230769231,2.41270289529319e-07,13,0.887,12
HERPUD1,0.00814613675635646,0.105469327420547,7.19380364738159e-05,111,0.23,41
HERPUD2,0.00118489261910639,0.0326086956521739,1.26100882748085e-05,21,0.345,7
HES1,0.00251789681560109,0.130196078431373,1.5279615238848e-05,42,0.568,32
HES2,0.000148111577388299,0,2.81438400884336e-09,3,1.723,3
HES3,0.000197482103184399,0.166666666666667,1.60735707912941e-07,4,1.246,2
HES4,0.00118489261910639,0.0144927536231884,1.84464999386871e-06,23,1.947,7
HES5,9.87410515921995e-05,1,0,2,1.344,1
HES6,0.00227104418662059,0.0705314009661836,6.44746460640136e-06,42,1.38,11
HES7,0.000444334732164898,0.166666666666667,4.99030111965454e-07,9,0.517,4
HESX1,0.000641816835349297,0.0384615384615385,6.40822153700597e-07,13,1.237,8
HEXA,0.00478894100222167,0.154209621993127,1.71594501244641e-05,74,0.973,28
HEXB,0.0669958035053073,0.0663314660353939,0.00202716980553904,147,0.916,29
HEXDC,0.000592446309553197,0.0454545454545455,5.59672753066382e-06,9,1.14,5
HEXIM1,0.0449271784744508,0.0994040063346994,0.000934380755217395,147,0.238,75
HEXIM2,0.00404838311528018,0.0948509485094851,4.01610193854206e-05,61,0.931,26
HEY,4.93705257960997e-05,0,0,1,,1
HEY1,0.00676376203406566,0.114963503649635,3.47356567598552e-05,97,0.804,18
HEY2,0.00246852628980499,0.0751020408163265,9.34633918431651e-06,47,0.407,19
HEYL,0.00133300419649469,0.0655270655270655,3.06837918205131e-05,24,1.397,15
HFE,0.00562823994075537,0.0456450861667443,4.57817190229178e-05,56,1.186,7
HFE2,4.93705257960997e-05,0,0,1,0.878,1
HFM1,0.000444334732164898,0.25,3.97703297989683e-07,9,0.93,8
HGD,0.000296223154776598,0.133333333333333,3.03928293092978e-07,6,0.936,4
HGF,0.00187607998025179,0.301564722617354,3.15031090084127e-06,37,0.25,17
HGFAC,0.00103678104171809,0.0238095238095238,1.43182589208696e-06,21,0.874,4
HGH1,0.00187607998025179,0.152204836415363,5.26968969381325e-06,35,,26
HGS,0.0260182670945446,0.0476764236910268,0.00134686319654969,126,0.456,183
HGSNAT,0.000592446309553197,0.166666666666667,1.62519241876198e-06,12,0.729,7
HHAT,4.93705257960997e-05,0,0,1,0.837,1
HHATL,0.00103678104171809,0.0714285714285714,1.58659014261395e-06,20,0.886,4
HHEX,0.00217230313502839,0.114164904862579,1.37473933438793e-05,40,0.58,13
HHIP,0.000394964206368798,0.25,1.73281576395201e-07,8,0.331,8
HHIPL1,0.00138237472229079,0.0185185185185185,5.34352869800582e-06,27,0.851,3
HHIPL2,0.000148111577388299,0,1.09523567271441e-07,3,1.499,4
HHLA1,9.87410515921995e-05,1,0,2,1.222,2
HHLA2,0.000691187361145396,0.032967032967033,5.88799801396935e-07,13,1.005,1
HHLA3,0.000197482103184399,0,2.13115641066611e-08,4,1.835,4
HIAT1,0.0135275240681313,0.0370578326782706,0.000198896177191967,108,0.32,7
HIATL1,0.00518390520859047,0.0434065934065934,6.85045692381994e-05,60,0.68,6
HIATL2,9.87410515921995e-05,0,6.24463086762966e-08,2,1.298,2
HIBADH,0.00473957047642557,0.0732456140350877,0.000112454194057493,64,0.832,26
HIBCH,0.00335719575413478,0.14486391571554,2.00149684347027e-05,55,1.186,19
HIC1,0.00167859787706739,0.311942959001783,8.9078340549493e-07,34,0.648,21
HIC2,0.00296223154776598,0.125988700564972,2.0058235686037e-05,50,0.178,31
HID1,0.00103678104171809,0.0238095238095238,2.39073779941914e-06,18,0.471,13
HIF1A,0.0213280671439151,0.0953424422101916,0.000492096761123782,136,0.309,472
HIF1A-AS2,0.000148111577388299,0.333333333333333,9.56144510734728e-08,3,,3
HIF1AN,0.0154529745741792,0.0600270336692062,0.000192564154101036,126,0.557,43
HIF3A,0.000246852628980499,1,0,5,0.599,6
HIGD1A,0.00429523574426068,0.111734830259289,1.77504362912797e-05,69,1.257,45
HIGD1B,4.93705257960997e-05,0,0,1,1.891,1
HIGD1C,0.000839298938533695,0.0661764705882353,1.36812899868853e-06,17,1.806,3
HIGD2A,0.000987410515921995,0.105263157894737,2.05466632371909e-06,20,1.574,12
HIGD2B,0.000197482103184399,0,2.65788341402652e-07,4,,2
HILPDA,0.000148111577388299,0,1.9291539977537e-07,3,1.861,3
HILS1,4.93705257960997e-05,0,0,1,,1
HINFP,0.00192545050604789,0.0823211875843455,2.70544667785287e-06,37,0.514,12
HINT1,0.00888669464329795,0.141340782122905,0.000134030885657769,101,1.81,70
HINT2,0.0171809429770427,0.242903044155156,0.000175336168478723,127,1.718,24
HINT3,0.00133300419649469,0.0598290598290598,2.90558616835854e-06,26,1.785,8
HIP1,0.00454208837324118,0.163640707118968,2.09589767112486e-05,75,0.33,66
HIP1R,0.00750431992100716,0.118943882886023,5.88777556467239e-05,94,0.753,55
HIPK1,0.00172796840286349,0.12436974789916,3.03815734301538e-06,34,0.121,27
HIPK2,0.00439397679585288,0.174157303370787,7.45962477601327e-05,73,0.156,82
HIPK3,0.00177733892865959,0.174603174603175,5.77078073405471e-06,33,0.367,12
HIPK4,0.00177733892865959,0.13015873015873,4.47001396934504e-07,36,0.852,5
HIRA,0.00775117254998766,0.151151396374326,4.84604272057291e-05,95,0.136,66
HIRIP3,0.00399901258948408,0.193827160493827,5.95473299151e-06,75,0.867,38
HIST1H1A,0.0245371513206616,0.122655286558058,0.000538708705201494,147,1.975,164
HIST1H1B,0.0225623302888176,0.101501017313525,0.000674957686117793,144,1.104,135
HIST1H1C,0.0325845470254258,0.114949188393801,0.00133821362980323,147,1.861,207
HIST1H1D,0.0153048629967909,0.197536277273202,0.000136479248013282,144,1.71,119
HIST1H1E,0.033176993334979,0.130504399971613,0.000731252371619605,147,1.593,136
HIST1H1T,0.011404591458899,0.216638434029738,2.89742520050056e-05,129,,35
HIST1H2AA,0.00365341890891138,0.364679748241392,2.35944436082633e-06,74,1.963,43
HIST1H2AB,0.0257714144655641,0.12528956251241,0.000290232466830888,147,1.935,157
HIST1H2AC,0.00518390520859047,0.371978021978022,6.33892683054038e-06,93,1.033,45
HIST1H2AD,0.00557886941495927,0.381479140328698,6.03822905262573e-06,97,1.947,43
HIST1H2AE,0.00868921254011355,0.134805194805195,2.83304041737163e-05,114,1.825,32
HIST1H2AG,0.0122438903974327,0.172554525270994,0.000108792798530208,132,1.937,41
HIST1H2AH,0.00602320414712417,0.286411055412546,2.83018354740488e-05,97,1.942,58
HIST1H2AI,0.00394964206368798,0.388607594936709,5.393921694818e-06,75,1.846,18
HIST1H2AJ,0.00725746729202666,0.253284875594073,2.65965991069702e-05,105,1.886,44
HIST1H2AK,0.000740557886941496,0.361904761904762,2.10194105722062e-07,15,1.936,8
HIST1H2AL,0.000543075783757097,0.436363636363636,2.64309384791315e-08,11,1.916,5
HIST1H2AM,0.011404591458899,0.150724637681159,3.09084954426676e-05,127,1.973,10
HIST1H2BA,0.00888669464329795,0.206641837368094,2.63766191163434e-05,110,1.869,44
HIST1H2BB,0.0208837324117502,0.14477944718945,0.000168418504975402,145,1.919,142
HIST1H2BC,0.0128363367069859,0.141223641223641,6.22093923759167e-05,130,1.918,44
HIST1H2BD,0.0167859787706739,0.115512753774076,0.000538150361368358,136,1.971,67
HIST1H2BE,0.00301160207356208,0.181967213114754,2.23065646913559e-06,54,1.971,9
HIST1H2BF,0.000592446309553197,0.257575757575758,4.33314227146787e-08,12,1.981,9
HIST1H2BG,0.0283386818069612,0.0698749171485731,0.000207311968968536,136,1.974,18
HIST1H2BH,0.0223648481856332,0.0662447010099826,0.000922492425571347,134,1.972,35
HIST1H2BI,0.00296223154776598,0.184745762711864,2.30136284441722e-06,54,1.915,9
HIST1H2BJ,0.00933102937546285,0.20511088596195,6.00797113249064e-05,113,1.833,67
HIST1H2BK,0.0166378671932856,0.132877631764872,0.000143299913759335,137,1.971,88
HIST1H2BL,0.0108615156751419,0.201079286010793,8.10463668683258e-05,127,1.97,72
HIST1H2BM,0.00543075783757097,0.260050041701418,3.77854102067965e-05,87,1.969,44
HIST1H2BN,0.00720809676623056,0.227586206896552,4.73680675916329e-05,98,1.942,54
HIST1H2BO,0.00760306097259936,0.222816399286988,4.03821217495301e-05,103,1.945,39
HIST1H3A,0.0453221426808196,0.0818977294055875,0.00105008052819076,147,1.972,456
HIST1H3B,0.00330782522833868,0.235187697874265,2.16761887793832e-06,61,1.944,13
HIST1H3C,0.0245371513206616,0.0694002726033621,0.000221366642909348,131,1.302,20
HIST1H3D,0.000888669464329795,0.294117647058824,1.26862393556571e-07,18,1.883,14
HIST1H3E,0.0111083683041224,0.153531746031746,7.57403859190709e-05,136,1.959,22
HIST1H3F,0.00360404838311528,0.188736681887367,3.36342635559804e-06,67,1.853,17
HIST1H3G,0.00123426314490249,0.263333333333333,1.22993318841815e-07,25,1.963,11
HIST1H3H,0.00182670945445569,0.279279279279279,6.54625932691499e-07,37,1.875,15
HIST1H3I,0.00192545050604789,0.259109311740891,4.39681189858299e-07,39,1.802,11
HIST1H3J,0.00207356208343619,0.231126596980256,4.65195943732086e-07,42,1.004,12
HIST1H4A,0.0873364601333004,0.0725829967591681,0.00360482446757379,147,1.967,381
HIST1H4B,0.00281411997037768,0.261904761904762,2.48488360002114e-06,54,1.936,26
HIST1H4C,0.00266600839298939,0.225716282320056,2.20092270038836e-06,54,1.954,30
HIST1H4D,0.00167859787706739,0.24777183600713,3.22121348056361e-07,34,1.953,26
HIST1H4E,0.00177733892865959,0.242857142857143,5.7742858864666e-07,36,1.94,27
HIST1H4F,0.00350530733152308,0.208048289738431,5.02303459082971e-06,67,1.796,33
HIST1H4G,0.00162922735127129,0.221590909090909,9.73820632697969e-06,31,1.941,15
HIST1H4H,0.00222167366082449,0.277777777777778,6.73956030206111e-07,45,1.963,36
HIST1H4I,0.00582572204393977,0.233231928147182,1.9583345559374e-05,95,1.929,46
HIST1H4J,0.00236978523821279,0.196808510638298,1.20428652196294e-06,48,1.737,30
HIST1H4K,0.00281411997037768,0.213659147869674,2.59157759094136e-06,55,1.96,25
HIST1H4L,0.00301160207356208,0.236065573770492,2.49156963312028e-06,59,1.954,27
HIST2H2AA3,0.00770180202419156,0.243093465674111,2.95652812484662e-05,109,,60
HIST2H2AA4,0.00232041471241669,0.240518038852914,1.7160295921781e-06,45,,20
HIST2H2AB,0.0116514440878795,0.219581680490444,8.50458113758552e-05,133,0.976,69
HIST2H2AC,0.0157985682547519,0.129349529780564,0.000226877521810012,133,1.589,156
HIST2H2BA,9.87410515921995e-05,1,0,2,,2
HIST2H2BC,0.00202419155764009,0.203658536585366,1.34412292505899e-05,33,,9
HIST2H2BD,0.000148111577388299,0.666666666666667,8.05379104559736e-10,3,,3
HIST2H2BE,0.0343125154282893,0.0781912798291626,0.00112722415720683,144,1.207,162
HIST2H2BF,0.00947914095285115,0.175665357766143,0.000123867860178453,109,1.901,57
HIST2H3A,0.0107627746235497,0.213926351836976,6.59028015424838e-05,130,,65
HIST2H3C,0.00760306097259936,0.134963076139547,2.05523175860148e-05,101,,95
HIST2H3D,0.00148111577388299,0.186206896551724,5.34363942809606e-07,30,1.924,26
HIST2H3PS2,0.00681313255986176,0.0823019147360626,5.65892495816112e-05,79,1.921,20
HIST2H4A,0.00434460627005678,0.199582027168234,9.59780407654527e-06,77,,58
HIST2H4B,0.00217230313502839,0.245243128964059,6.74907432522743e-07,44,,31
HIST3H2A,0.00404838311528018,0.414935260463716,7.34611745150559e-06,75,1.247,37
HIST3H2BB,0.00913354727227845,0.200117508813161,3.68922897179604e-05,109,1.959,50
HIST3H3,0.0210812145149346,0.0878604963112005,0.000553068599269061,132,1.94,153
HIST4H4,0.00592446309553197,0.146358543417367,1.4479571273868e-05,92,1.895,91
HIVEP1,0.00908417674648235,0.0934307436445712,0.000107082267129633,102,0.173,50
HIVEP2,0.00148111577388299,0.248275862068966,1.80737400715583e-06,30,0.08,24
HIVEP3,0.000987410515921995,0.278947368421053,7.75198435189373e-07,20,0.313,16
HJURP,0.00518390520859047,0.183699633699634,1.55339639671776e-05,82,0.786,42
HK1,0.0112071093557146,0.161436201317687,0.000125161477321629,124,0.334,93
HK2,0.00627005677610467,0.149481314835646,8.08483248055309e-05,90,0.485,77
HK3,0.00172796840286349,0.0638655462184874,2.38404222318084e-05,31,1.166,8
HKDC1,0.00241915576400889,0.0620748299319728,2.01917066644427e-05,39,0.884,19
HKR1,0.000246852628980499,0.3,9.95365264564008e-08,5,1.441,5
HLA-A,0.0146136756356455,0.124118185982593,0.000230488315518633,127,0.754,134
HLA-B,0.0120957788200444,0.0861826697892272,0.000157690032201002,111,0.912,64
HLA-C,0.0179708713897803,0.0877607241243605,0.000485288936074489,124,1.017,95
HLA-DMA,0.000197482103184399,0.166666666666667,7.17707927211307e-09,4,0.983,3
HLA-DMB,0.00301160207356208,0.060655737704918,1.18655828441463e-05,52,0.977,8
HLA-DOA,0.000197482103184399,0,1.63422014100501e-07,4,1.85,4
HLA-DOB,0.000197482103184399,0.166666666666667,2.51766581346534e-08,4,1.353,3
HLA-DPA1,0.00592446309553197,0.015266106442577,4.80321090685331e-05,59,1.568,6
HLA-DPB1,0.00464082942483337,0.0480439258750858,5.08710165536157e-05,62,1.602,11
HLA-DQA1,0.00656627993088126,0.0394167236272499,7.88007997090594e-05,66,0.97,7
HLA-DQA2,9.87410515921995e-05,0,5.87331898398715e-09,2,1.6,2
HLA-DQB1,0.00390027153789188,0.118792599805258,1.6973324093089e-05,59,0.944,7
HLA-DQB2,0.000444334732164898,0.111111111111111,1.15896593639223e-06,8,0.837,4
HLA-DRA,0.00809676623056036,0.0330689809965584,8.61945275923611e-05,66,0.594,17
HLA-DRB1,0.00636879782769687,0.0648013565891473,7.02909185365872e-05,66,1.156,15
HLA-DRB3,0.00320908417674648,0.139423076923077,1.35545119640142e-05,52,,6
HLA-DRB4,0.000493705257960997,0.244444444444444,2.62695089490278e-07,10,,3
HLA-DRB5,0.00143174524808689,0.167487684729064,1.33169111954775e-06,29,1.849,6
HLA-E,0.00429523574426068,0.108259823576584,2.59795684185825e-05,59,0.614,20
HLA-F,0.00429523574426068,0.0526597166533013,2.78460681321714e-05,54,0.933,10
HLA-F-AS1,4.93705257960997e-05,0,0,1,,1
HLA-G,0.00607257467292027,0.0457150473144076,4.94073132637028e-05,62,1.458,17
HLA-H,0.000938039990125895,0.286549707602339,6.78029933653067e-07,19,,12
HLA-L,4.93705257960997e-05,0,0,1,,1
HLCS,0.00187607998025179,0.110953058321479,1.18725889097739e-05,32,0.876,22
HLF,0.000345593680572698,0.0476190476190476,4.54152590391036e-06,6,0.313,7
HLTF,0.00681313255986176,0.178673437004126,3.02953416113493e-05,100,1.101,91
HLX,0.00182670945445569,0.0930930930930931,4.46819995931733e-06,36,0.399,9
HM13,0.00765243149839546,0.210557184750733,4.70926536452979e-05,109,0.429,76
HM13-AS1,4.93705257960997e-05,0,0,1,,1
HMBOX1,0.00661565045667736,0.0622825721018965,0.000124439430657426,77,0.233,30
HMBS,0.00108615156751419,0.311688311688312,2.23798293081825e-06,21,0.343,19
HMCES,0.00236978523821279,0.154255319148936,4.15171323707771e-06,44,1.113,18
HMCN1,0.000592446309553197,0.212121212121212,3.02927328001179e-07,12,0.483,12
HMCN2,0.000246852628980499,0,3.01623319312789e-08,5,1.015,5
HMG20A,0.0117008146136756,0.114817993277551,0.000138907290400635,108,0.432,65
HMG20B,0.00592446309553197,0.191736694677871,2.0706334214643e-05,90,0.458,51
HMGA1,0.0204393976795853,0.136856511211707,0.000429720908736632,141,0.509,146
HMGA1P3,4.93705257960997e-05,0,0,1,,1
HMGA2,0.00691187361145396,0.185200411099692,1.85821709402375e-05,103,0.449,52
HMGB1,0.0280424586521847,0.133715875499913,0.000442364700162037,147,0.473,156
HMGB1P1,0.00192545050604789,0.233468286099865,4.35267597572909e-05,37,,19
HMGB1P10,0.000148111577388299,0.333333333333333,8.68800447475828e-09,3,,3
HMGB2,0.0125401135522093,0.193613644144284,6.11618366868161e-05,140,0.315,91
HMGB3,0.00454208837324118,0.26134734830387,1.96888858287501e-05,79,0.566,52
HMGB3P1,0.000394964206368798,0.25,6.33541567506808e-08,8,,4
HMGB4,0.000296223154776598,0,2.49997710498439e-06,5,1.907,7
HMGCL,0.00340656627993088,0.112105711849957,2.62031114714473e-05,54,1.112,28
HMGCLL1,0.000938039990125895,0.12280701754386,7.13260928058727e-07,19,1.066,4
HMGCR,0.00557886941495927,0.0771175726927939,4.80031343672036e-05,70,0.26,36
HMGCS1,0.00582572204393977,0.123279733449225,7.53958143012773e-05,77,0.207,39
HMGCS2,0.000592446309553197,0.151515151515152,2.14016920718501e-07,12,1.201,11
HMGN1,0.00863984201431745,0.142857142857143,6.68779040241197e-05,109,0.912,64
HMGN1P30,4.93705257960997e-05,0,0,1,,1
HMGN2,0.0111083683041224,0.138650793650794,0.000212960818478876,121,0.459,69
HMGN2P46,4.93705257960997e-05,0,0,1,,1
HMGN3,0.00286349049617378,0.234119782214156,3.80768962230848e-06,54,1.031,20
HMGN4,0.00493705257960997,0.296565656565657,9.61620965309463e-06,88,1.857,33
HMGN5,0.00745494939521106,0.132980132450331,1.36774002317384e-05,104,1.147,17
HMGXB3,0.000444334732164898,0.138888888888889,6.59424011229466e-08,9,0.258,4
HMGXB4,0.00562823994075537,0.28303058531284,1.20643546278847e-05,84,0.424,40
HMHA1,0.00118489261910639,0.144927536231884,1.10218488212517e-06,24,0.38,16
HMMR,0.00533201678597877,0.135860159224645,4.34500158966455e-05,80,1.118,64
HMOX1,0.00641816835349297,0.0535480023852117,7.18253979399331e-05,72,0.927,33
HMOX2,0.0149592693162182,0.129412278976242,0.00017902039922143,124,0.966,58
HMP19,0.00118489261910639,0.0398550724637681,1.98027491112099e-05,23,,5
HMX2,0.000296223154776598,0.266666666666667,2.8013761362563e-07,6,1.587,3
HMX3,0.000394964206368798,0.0357142857142857,1.25728535367316e-07,8,0.37,7
HN1,0.00227104418662059,0.284057971014493,3.95069018881026e-06,41,1.279,32
HN1L,0.00276474944458158,0.317532467532468,4.40119817542007e-06,53,0.864,46
HNF1A,0.00301160207356208,0.13551912568306,6.14923732789606e-06,51,0.33,23
HNF1A-AS1,4.93705257960997e-05,0,0,1,,1
HNF1B,0.00928165884966675,0.145238366139493,3.24441134413241e-05,97,0.168,14
HNF4A,0.0129350777585781,0.103623760638765,5.8398565994903e-05,106,0.505,60
HNF4G,0.000888669464329795,0.0457516339869281,2.11639643206291e-06,16,0.561,7
HNMT,0.000592446309553197,0.166666666666667,2.68111228125409e-07,12,0.796,9
HNRNPA0,0.0176252777092076,0.222736285525446,0.000166887017448314,147,0.376,182
HNRNPA1,0.0467538879289065,0.13501186566681,0.00120056373794667,147,0.147,321
HNRNPA1L2,0.00760306097259936,0.138443256090315,0.000201490909687878,102,1.914,50
HNRNPA1P10,4.93705257960997e-05,0,0,1,,1
HNRNPA1P33,4.93705257960997e-05,0,0,1,,1
HNRNPA1P48,0.000246852628980499,1,0,5,,1
HNRNPA1P70,4.93705257960997e-05,0,0,1,,1
HNRNPA2B1,0.0373734880276475,0.14348269764386,0.00120432899152453,147,0.218,325
HNRNPA3,0.0245865218464577,0.181442066050924,0.000270145138597085,147,0.233,243
HNRNPA3P1,0.000148111577388299,0,1.51093644994852e-08,3,,3
HNRNPAB,0.0179708713897803,0.243650289104835,0.000222950278936274,147,0.432,204
HNRNPC,0.0320908417674648,0.170823752518668,0.000723613007015393,147,0.295,277
HNRNPCL1,0.00794865465317206,0.142857142857143,5.36856400533718e-05,105,1.768,40
HNRNPCL2,0.0135275240681313,0.0508809924868319,0.000127430232829363,113,,16
HNRNPCL3,0.00108615156751419,0.307359307359307,4.77444975547604e-07,22,,12
HNRNPCL4,0.000246852628980499,0.7,5.49611511739717e-10,5,,4
HNRNPCP2,0.000197482103184399,0.333333333333333,2.19462104521224e-08,4,,4
HNRNPD,0.0310046901999506,0.15566492955028,0.000797366621684069,147,0.227,280
HNRNPDL,0.0186620587509257,0.239428515290584,0.000203521415714911,147,0.553,171
HNRNPF,0.0293754628486793,0.14302690773279,0.000516525338832039,147,0.289,288
HNRNPH1,0.0779066897062454,0.0445592656798899,0.0126370526437144,147,0.109,301
HNRNPH1P1,4.93705257960997e-05,0,0,1,,1
HNRNPH2,0.0151073808936065,0.165455909139612,9.95473326033338e-05,141,0.309,143
HNRNPH3,0.0151073808936065,0.183863709418194,9.44978941724044e-05,145,0.27,158
HNRNPK,0.0362379659343372,0.133581898137994,0.00114023832591119,147,0.096,363
HNRNPL,0.098000493705258,0.0297945275046721,0.0178297801368974,147,0.244,246
HNRNPLL,0.00789928412737596,0.101729559748428,7.931238217927e-05,94,0.349,54
HNRNPM,0.0360898543569489,0.171688248411821,0.00066249500871994,147,0.093,342
HNRNPR,0.0266600839298939,0.197869855012712,0.000214649147971734,147,0.21,240
HNRNPU,0.0496667489508763,0.144434883237886,0.00127275257833211,147,0.114,365
HNRNPU-AS1,9.87410515921995e-05,1,0,2,,2
HNRNPUL1,0.0176252777092076,0.21447455386649,0.000147834076333266,147,0.186,201
HNRNPUL2,0.013873117748704,0.223868835790544,4.50561386675881e-05,144,0.227,125
HNRNPUL2-BSCL2,0.000345593680572698,0.666666666666667,8.44674074298084e-10,7,,7
HOGA1,0.00113552209331029,0.102766798418972,1.50171572068304e-06,20,1.771,6
HOMER1,0.00439397679585288,0.0758426966292135,4.59016535324139e-05,59,0.145,39
HOMER2,0.00133300419649469,0.125356125356125,3.26370029398622e-06,26,0.659,22
HOMER3,0.00617131572451247,0.068258064516129,9.65117831455383e-05,75,0.341,36
HOMEZ,0.00715872624043446,0.0644636015325671,8.66833709376264e-05,81,0.615,21
HOOK1,0.01189829671686,0.0767634854771784,0.000118743483817901,106,0.623,46
HOOK2,0.00938039990125895,0.034864940128098,0.000137417583249447,83,0.925,37
HOOK3,0.0104665514687731,0.0782884735759635,7.42780860808479e-05,104,0.155,37
HOPX,0.000641816835349297,0.0897435897435897,4.53689346995276e-07,13,1.91,11
HORMAD1,0.000394964206368798,0,2.2149779149557e-06,7,0.343,8
HORMAD2,0.00138237472229079,0.0608465608465609,2.61145227601758e-06,25,0.986,4
HORMAD2-AS1,4.93705257960997e-05,0,0,1,,1
HOTAIR,0.000543075783757097,0.345454545454545,4.43678353335731e-07,11,,9
HOTAIRM1,0.000148111577388299,0.333333333333333,5.51726713141278e-09,3,,3
HOTTIP,9.87410515921995e-05,0,1.28297199854412e-09,2,,2
HOXA-AS2,4.93705257960997e-05,0,0,1,,1
HOXA-AS3,4.93705257960997e-05,0,0,1,,1
HOXA1,0.0174277956060232,0.0697270151944373,0.000632215546606602,80,0.628,21
HOXA10,0.00217230313502839,0.191331923890063,1.00701259596388e-05,41,0.416,31
HOXA10-AS,4.93705257960997e-05,0,0,1,,1
HOXA10-HOXA9,9.87410515921995e-05,1,0,2,,2
HOXA11,0.000592446309553197,0.363636363636364,4.26076622218155e-07,11,0.329,8
HOXA11-AS,4.93705257960997e-05,0,0,1,,1
HOXA13,0.000789928412737596,0.25,2.53606496160945e-07,16,0.307,13
HOXA2,0.000789928412737596,0.05,4.29912396573275e-07,16,0.699,4
HOXA3,0.000789928412737596,0.0833333333333333,1.29391736568126e-06,15,0.35,12
HOXA4,0.000493705257960997,0.133333333333333,1.48777959836135e-07,10,1.632,2
HOXA5,0.00439397679585288,0.121807967313585,1.98925090783172e-05,73,1.227,28
HOXA6,4.93705257960997e-05,0,0,1,1.535,1
HOXA7,0.00103678104171809,0.080952380952381,1.61480344717706e-06,20,1.477,4
HOXA9,0.00133300419649469,0.0484330484330484,4.59133954606478e-06,26,1.618,17
HOXB-AS3,4.93705257960997e-05,0,0,1,,1
HOXB1,0.00162922735127129,0.0549242424242424,4.57166715680476e-06,32,0.718,9
HOXB13,0.0142680819550728,0.113970588235294,0.000112547426730193,139,1.713,10
HOXB2,0.00162922735127129,0.0416666666666667,5.32642082034339e-06,30,1.33,6
HOXB3,0.000345593680572698,0.0476190476190476,1.16001819615249e-07,7,0.409,7
HOXB4,0.000296223154776598,0.266666666666667,1.23026155505542e-08,6,1.019,4
HOXB5,0.00538138731177487,0.0417940876656473,4.50374839002625e-05,67,0.578,7
HOXB6,0.00266600839298939,0.0552061495457722,1.15927460884122e-05,46,1.258,16
HOXB7,0.000987410515921995,0.121052631578947,2.27141816294813e-06,20,1.522,13
HOXB8,0.000789928412737596,0.0583333333333333,3.89661564355218e-06,15,0.449,6
HOXB9,0.00607257467292027,0.0666400106624017,5.7696719399678e-05,75,0.757,30
HOXC-AS3,4.93705257960997e-05,0,0,1,,1
HOXC10,0.000839298938533695,0.117647058823529,8.74270926315634e-07,17,0.728,12
HOXC11,0.00108615156751419,0.0865800865800866,4.88312486090607e-06,19,1.136,11
HOXC12,0.000246852628980499,0,4.31522993069756e-08,5,1.934,1
HOXC13,0.000987410515921995,0.105263157894737,9.58920495036363e-07,19,0.66,7
HOXC4,0.00177733892865959,0.0841269841269841,4.2784909318372e-06,34,0.735,19
HOXC5,0.00222167366082449,0.0333333333333333,3.62184149700324e-06,44,1.553,3
HOXC6,0.000691187361145396,0.153846153846154,3.37629500274213e-07,14,0.599,7
HOXC8,0.00582572204393977,0.0576560915543966,6.06829348548932e-05,65,0.734,12
HOXC9,0.00271537891878549,0.0861952861952862,1.55338799312331e-05,46,1.15,13
HOXD1,0.000148111577388299,0,3.52787338448692e-07,3,1.206,3
HOXD10,0.000543075783757097,0.0727272727272727,1.2061983695902e-06,11,0.762,7
HOXD11,0.000641816835349297,0.166666666666667,3.49559710292266e-07,13,1.533,7
