pathway,reactome_id,n_genes,density,mean_loeuf,loeuf_variance,insularity,super_pathway,mean_paralog,mean_cds_length,clustering_score,mean_pubmed,regime,residual,mean_tau,mean_pli,complex_fraction
Deactivation of the beta-catenin transactivating complex,R-HSA-3769402,44,0.176532769556025,0.426790697674419,0.131650217054264,0.0196459031821658,Signal Transduction,9.02272727272727,2051.31818181818,0,150.045454545455,Equilibrium,0.0730522570114547,0.350638880004868,0.724663722425581,0.613636363636364
Hh mutants abrogate ligand secretion,R-HSA-5387390,46,0.615151515151515,0.394844444444444,0.0797191797979798,0.0746140651801029,Other,7.76086956521739,1185.13043478261,0.00202020202020202,181.4,Equilibrium,0.0729833977716151,0.236122566250696,0.730006799673687,0.826086956521739
Ubiquitin-dependent degradation of Cyclin D,R-HSA-75815,39,0.782361308677098,0.377184210526316,0.0760143165007113,0.0722638286690317,Cell Cycle & DNA,9.69230769230769,1066.92307692308,0.00142247510668563,210.289473684211,Decoupled,0.0729508665788801,0.187814558848832,0.771028202631579,0.923076923076923
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,R-HSA-1362300,16,0.658333333333333,0.3500625,0.0361471291666667,0.0407636738906089,Cell Cycle & DNA,6.1875,1548.75,0.00833333333333333,163.625,Equilibrium,0.0729008832012387,0.427455826225617,0.749453993750183,0.9375
Response of EIF2AK4 (GCN2) to amino acid deficiency,R-HSA-9633012,106,0.591089108910891,0.64827,0.189313007171717,0.143241038437545,Signal Transduction,1.14705882352941,704.676470588235,0.00178217821782178,167.732673267327,Topology-Amplified,0.0728417773629372,0.227362907438447,0.661601550793741,0.80188679245283
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,R-HSA-9762114,42,0.720731707317073,0.379634146341463,0.0747303878048781,0.0674003535382335,Signal Transduction,8.57142857142857,1112.5,0.00121951219512195,237.658536585366,Decoupled,0.072769616033559,0.184269589569234,0.748315526829268,0.928571428571429
SUMOylation of transcription factors,R-HSA-3232118,20,0.373684210526316,0.37195,0.0702673131578947,0.0213952086786199,Other,7.7,1585.05,0,235.7,Decoupled,0.0727657078090538,0.43736502972613,0.841177,0.5
Nuclear events stimulated by ALK signaling in cancer,R-HSA-9725371,35,0.134453781512605,0.46264705882353,0.167168417112299,0.0105401844532279,Other,9.31428571428571,1993.32352941176,0.0071301247771836,176.542857142857,Equilibrium,0.0727634013462417,0.419236627424519,0.657715248750001,0.6
FGFR1 mutant receptor activation,R-HSA-1839124,31,0.0758620689655172,0.551833333333333,0.203475867816092,0.010724731881703,Other,14.9677419354839,2081.90322580645,0.0160919540229885,95.1666666666667,Equilibrium,0.0723652866389594,0.482410293912868,0.62040575934027,0.354838709677419
Negative regulation of NOTCH4 signaling,R-HSA-9604323,44,0.667774086378738,0.382906976744186,0.0753692292358804,0.0642446196462817,Signal Transduction,8.5,1238.93181818182,0.00110741971207087,232,Equilibrium,0.0723494312185932,0.198558249450225,0.758715185367907,0.909090909090909
RMTs methylate histone arginines,R-HSA-3214858,48,0.35632183908046,0.4245,0.167444879310345,0.0331657216219108,Other,15.9375,1678.6875,0.00229885057471264,145.3,Topology-Amplified,0.0723194413707006,0.2912246500753,0.6696946521,0.520833333333333
Autodegradation of the E3 ubiquitin ligase COP1,R-HSA-349425,39,0.836336336336336,0.381783783783784,0.0793853963963964,0.0680346891413216,Cell Cycle & DNA,9.38461538461539,1307.69230769231,0.0015015015015015,247.459459459459,Decoupled,0.0721393897512335,0.188719826553285,0.754654937837838,0.897435897435897
Asymmetric localization of PCP proteins,R-HSA-4608870,51,0.462857142857143,0.3946,0.0709448163265306,0.0713207547169811,Signal Transduction,10.6666666666667,1358.52941176471,0.00163265306122449,159.14,Equilibrium,0.0721278356277967,0.261743448852749,0.72331583572,0.784313725490196
Regulation of beta-cell development,R-HSA-186712,42,0.0789779326364692,0.601738095238095,0.238304441927991,0.0196446627184746,Other,11.547619047619,1985.42857142857,0,76.8095238095238,Equilibrium,0.0717739303680216,0.672309118088169,0.559898626764929,0.5
PI-3K cascade:FGFR1,R-HSA-5654689,21,0.142857142857143,0.741952380952381,0.361279447619048,0.0203320908166723,Signal Transduction,19,1242.28571428571,0.00952380952380953,77.1904761904762,Equilibrium,0.0710608683581818,0.634547026093706,0.527939995060862,0.333333333333333
Circadian clock,R-HSA-9909396,112,0.168929642038441,0.383383177570093,0.0745129178275436,0.0634395073173962,Other,8.30357142857143,1980.75675675676,0.00229236466231705,155.915887850467,Equilibrium,0.0705880865929485,0.291073680686144,0.704680386636833,0.580357142857143
Autodegradation of Cdh1 by Cdh1:APC/C,R-HSA-174084,54,0.510159651669086,0.449698113207547,0.101783868650218,0.0801367911085779,Cell Cycle & DNA,7.92592592592593,1208.16666666667,0.000725689404934688,181.339622641509,Equilibrium,0.0701217655899134,0.215803813106398,0.691812394936791,0.796296296296296
Signaling by NOTCH1,R-HSA-1980143,74,0.112252663622527,0.436945945945946,0.162748243613477,0.025727118126717,Signal Transduction,6.89189189189189,2379.56756756757,0.00185116623472788,149.465753424658,Equilibrium,0.0700647573154742,0.338437346248964,0.676934873664708,0.635135135135135
Pre-NOTCH Expression and Processing,R-HSA-1912422,94,0.0756200846944949,0.44636,0.140677663673469,0.0158649574819139,Signal Transduction,11.5212765957447,1813.60975609756,0.00244897959183673,113,Equilibrium,0.0699653674943532,0.376738846653661,0.650066024912905,0.25531914893617
mRNA 3'-end processing,R-HSA-72187,152,0.24869292436389,0.44906,0.153485506442953,0.104660970332612,Other,5.88815789473684,1616.96052631579,0.00205816554809843,142.578947368421,Topology-Amplified,0.0696537822065302,0.227407465376311,0.697173033731491,0.835526315789474
Constitutive Signaling by AKT1 E17K in Cancer,R-HSA-5674400,26,0.2,0.506692307692308,0.184977421538462,0.0201644175585544,Other,9.07692307692308,1924.26923076923,0.00923076923076923,152.807692307692,Decoupled,0.0692587393964478,0.280616267991184,0.651424318561539,0.730769230769231
Degradation of GLI2 by the proteasome,R-HSA-5610783,47,0.584541062801932,0.362977777777778,0.068508294949495,0.0651728966928795,Signal Transduction,8.46808510638298,1183.27659574468,0.000966183574879227,218.021739130435,Equilibrium,0.0692416916371651,0.216650449338093,0.777122993333333,0.851063829787234
Transcriptional regulation by RUNX3,R-HSA-8878159,86,0.257888697647734,0.38427380952381,0.0957307795467585,0.0537390160798613,Other,8.7093023255814,1781.54651162791,0.000860585197934596,195.77380952381,Equilibrium,0.0692260345384552,0.303299123632301,0.750522969030952,0.813953488372093
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,R-HSA-6804115,21,0.362573099415205,0.482526315789474,0.209835929824561,0.0238645111624326,Other,2.95238095238095,1911.15,0,151.631578947368,Equilibrium,0.069129713550315,0.329733228243846,0.601259144757916,0.0952380952380952
Acetylcholine Neurotransmitter Release Cycle,R-HSA-264642,17,0.158333333333333,0.390125,0.05581985,0.0329575021682567,Other,10.8235294117647,2929.94117647059,0.00833333333333333,34.1875,Topology-Amplified,0.0688709778867343,0.603071907593495,0.667693866441021,0.294117647058824
Interaction between L1 and Ankyrins,R-HSA-445095,31,0.0795698924731183,0.48058064516129,0.20442491827957,0.0186023127199598,Other,24.4193548387097,5350.25806451613,0.0236559139784946,49.7096774193549,Equilibrium,0.0687498036758031,0.65430568321737,0.544744823009355,0.0967741935483871
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,R-HSA-8854050,42,0.723170731707317,0.388243902439024,0.0793149890243902,0.0716789556388251,Cell Cycle & DNA,8.90476190476191,1104.35714285714,0.00121951219512195,219.756097560976,Equilibrium,0.0686952934932742,0.204331851866412,0.753474076097561,0.880952380952381
FCERI mediated NF-kB activation,R-HSA-2871837,147,0.113943028485757,0.435805970149254,0.129097249660787,0.0652836833741356,Immune System,49.8333333333333,811.225352112676,0.00180913613749435,122.48275862069,Equilibrium,0.0684296004124235,0.580196174400841,0.714372416618878,0.36734693877551
Protein ubiquitination,R-HSA-8852135,77,0.163338453661034,0.645322580645161,0.193636320465362,0.0364404843500114,Other,14.7368421052632,1370.80263157895,0.00105764145954521,151.68253968254,Equilibrium,0.0683265896255299,0.259173412173125,0.473581976330825,0.285714285714286
FGFR1 ligand binding and activation,R-HSA-190242,18,0.117647058823529,0.914352941176471,0.330618742647059,0.0279232111692845,Signal Transduction,18.5555555555556,1106.66666666667,0.0147058823529412,20.7647058823529,Equilibrium,0.0681550505787569,0.716905473275452,0.351615823310477,0.111111111111111
MECP2 regulates neuronal receptors and channels,R-HSA-9022699,18,0.0849673202614379,0.415111111111111,0.137544928104575,0.00436607892527288,Other,15.6666666666667,2674,0,139.444444444444,Equilibrium,0.0680213450202811,0.522386738096198,0.722099096285493,0.666666666666667
Vpu mediated degradation of CD4,R-HSA-180534,40,0.793741109530583,0.389736842105263,0.0798029559032717,0.0734307145677063,Other,8.8974358974359,1079.07692307692,0.00142247510668563,215.263157894737,Equilibrium,0.0679833898914965,0.188718399935759,0.730935627368421,0.875
Transcriptional Regulation by MECP2,R-HSA-8986944,63,0.0893707033315706,0.421770491803279,0.108535246448087,0.0185571538377073,Other,9.03174603174603,2455.91803278689,0.00273224043715847,100.258064516129,Equilibrium,0.0679629006357488,0.484842542197814,0.685340626772769,0.507936507936508
Regulation of RUNX2 expression and activity,R-HSA-8939902,59,0.395039322444041,0.390827586206897,0.0691896188747731,0.0580599270916689,Other,9.32203389830508,1330.42372881356,0.00120992135511192,196.879310344828,Equilibrium,0.0679303161410506,0.291472296573218,0.76738465,0.796610169491525
SRP-dependent cotranslational protein targeting to membrane,R-HSA-1799339,119,0.535714285714286,0.631414414414414,0.16486859033579,0.147026358779637,Other,0.690265486725664,626.920353982301,0.00193050193050193,161.366071428571,Equilibrium,0.0677852842638538,0.220282513840974,0.636627613153153,0.722689075630252
Oncogene Induced Senescence,R-HSA-2559585,35,0.233511586452763,0.504242424242424,0.246269876893939,0.0225260080818502,Signal Transduction,8.42857142857143,1782,0.00757575757575758,212.264705882353,Equilibrium,0.0676952218359804,0.337503296736926,0.706657398787879,0.571428571428571
FRS-mediated FGFR2 signaling,R-HSA-5654700,25,0.106666666666667,0.78068,0.298260643333333,0.0134935694707991,Signal Transduction,23.04,970.8,0.00666666666666667,55.16,Equilibrium,0.0676715096333006,0.618075315474711,0.517125099451124,0.32
SCF-beta-TrCP mediated degradation of Emi1,R-HSA-174113,42,0.751219512195122,0.379878048780488,0.0790098597560976,0.070857537240467,Cell Cycle & DNA,8.54761904761905,1127.71428571429,0.00121951219512195,224.292682926829,Equilibrium,0.0674929080138516,0.20794631322467,0.74986353658561,0.880952380952381
GSK3B-mediated proteasomal degradation of PD-L1(CD274),R-HSA-9929356,44,0.688815060908084,0.387558139534884,0.0793203953488372,0.0655806842743424,Immune System,8.63636363636364,1090.43181818182,0.00110741971207087,229.674418604651,Equilibrium,0.0674662809812184,0.212103348712238,0.737111066311628,0.909090909090909
Negative Regulation of CDH1 Gene Transcription,R-HSA-9764725,63,0.246212121212121,0.417969696969697,0.0846454678030303,0.0209626703216964,Other,16.7142857142857,1226.14285714286,0.00378787878787879,163,Equilibrium,0.0669586885040558,0.368686891187468,0.677049484848485,0.380952380952381
Synaptic adhesion-like molecules,R-HSA-8849932,21,0.152380952380952,0.358761904761905,0.0596818904761905,0.024160060400151,Other,16.952380952381,3184.71428571429,0,47.8095238095238,Equilibrium,0.066865568862786,0.540800672074762,0.704241931521524,0.285714285714286
Hedgehog ligand biogenesis,R-HSA-5358346,52,0.482352941176471,0.417470588235294,0.0868232941176471,0.0730968087003031,Signal Transduction,7.82692307692308,1329.80769230769,0.00235294117647059,165.078431372549,Equilibrium,0.0668629919567152,0.277956729269685,0.687124164425775,0.75
Degradation of AXIN,R-HSA-4641257,42,0.673170731707317,0.375634146341463,0.0689300878048781,0.0762430939226519,Signal Transduction,9.69047619047619,1294.28571428571,0.00365853658536585,187.073170731707,Equilibrium,0.0663797587435773,0.192282149057315,0.733448667341463,0.904761904761905
Downregulation of SMAD2/3:SMAD4 transcriptional activity,R-HSA-2173795,31,0.23010752688172,0.452806451612903,0.116642294623656,0.0177225672877847,Signal Transduction,14.1935483870968,2158.93548387097,0.0043010752688172,230.612903225806,Equilibrium,0.0663623504036887,0.297702691577689,0.651089049354839,0.67741935483871
Kidney development,R-HSA-9830369,46,0.0202898550724638,0.580413043478261,0.175852247826087,0.0100574712643678,Other,18.1739130434783,1665.58695652174,0.00289855072463768,34.7826086956522,Equilibrium,0.0661960395693276,0.687525203284645,0.555806251934208,0.195652173913043
Signaling by NOTCH3,R-HSA-9012852,49,0.0913120567375887,0.537775510204082,0.223736594387755,0.0161771634992932,Signal Transduction,7.20408163265306,2450.20408163265,0.000850340136054422,121.958333333333,Equilibrium,0.066054693948439,0.397229816681159,0.594979276892008,0.591836734693878
Transcriptional Regulation by VENTX,R-HSA-8853884,41,0.235897435897436,0.500589743589744,0.160836616734143,0.0268789715871741,Other,6.73170731707317,2071.30769230769,0.00539811066126856,167.85,Equilibrium,0.0660442202243281,0.342332263403075,0.633381400349998,0.536585365853659
CD28 dependent PI3K/Akt signaling,R-HSA-389357,29,0.168091168091168,0.538615384615385,0.226680406153846,0.0249418727541746,Immune System,8.62962962962963,2160.33333333333,0.00615384615384615,87.8148148148148,Equilibrium,0.0660436300933816,0.436159194747237,0.587301403735613,0.551724137931035
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,R-HSA-174178,61,0.455367231638418,0.46625,0.111394190677966,0.07794217193695,Cell Cycle & DNA,7.47540983606557,1238.60655737705,0.000564971751412429,188.066666666667,Equilibrium,0.0660150459919422,0.26561317171457,0.674624349027665,0.80327868852459
Inactivation of CSF3 (G-CSF) signaling,R-HSA-9705462,25,0.237154150197628,0.536478260869565,0.14487871541502,0.0160320641282565,Immune System,13.52,1518.72,0.0118577075098814,208.04347826087,Equilibrium,0.065933696547653,0.344299985281272,0.590933523700663,0.6
Regulation of Apoptosis,R-HSA-169911,40,0.731443994601889,0.400641025641026,0.0948883940620783,0.0750588561141116,Other,9.425,1173.825,0.00134952766531714,191.102564102564,Equilibrium,0.0658318571339274,0.188362814896837,0.752511094872109,0.875
NOTCH2 Activation and Transmission of Signal to the Nucleus,R-HSA-2979096,25,0.171428571428571,0.595590909090909,0.28058311038961,0.014827018121911,Signal Transduction,6.28,1881.84,0,97.8571428571429,Equilibrium,0.065814343937982,0.330256075027385,0.564621938194017,0.44
Degradation of DVL,R-HSA-4641258,44,0.64562569213732,0.384976744186047,0.0717617851605759,0.062469863380659,Signal Transduction,9.79545454545454,1284.20454545455,0.0044296788482835,196.976744186047,Equilibrium,0.0657838138088512,0.208973542851508,0.724468883890698,0.840909090909091
Prefoldin mediated transfer of substrate  to CCT/TriC,R-HSA-389957,28,0.555555555555556,0.568178571428572,0.162292670634921,0.0385321100917431,Other,14.9642857142857,1246.07142857143,0.00529100529100529,177.25,Equilibrium,0.065726437880829,0.381697275775322,0.620008620819654,0.714285714285714
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,R-HSA-983695,95,0.02997002997003,0.423933333333333,0.12773696091954,0.026909851995814,Immune System,60.4456521739131,1073.64444444444,0.00229885057471264,39.6282051282051,Equilibrium,0.0657058608331614,0.735641030333774,0.698692108933336,0.2
RUNX1 regulates transcription of genes involved in differentiation of HSCs,R-HSA-8939236,85,0.402597402597403,0.412392857142857,0.0989576246753247,0.066211020931226,Other,13.9647058823529,1067.08235294118,0.0012987012987013,162.892857142857,Equilibrium,0.0656545003617081,0.285942841824644,0.744182329058059,0.588235294117647
